id,task_id,test_attempt_id,answer,datetime_started,time_spent
609,96,98,D,01.05.2025 5:54:14,188
610,99,98,A,01.05.2025 5:57:22,745
611,100,98,A,01.05.2025 6:09:47,602
612,102,98,B,01.05.2025 6:19:49,576
613,104,98,B,01.05.2025 6:29:25,925
614,105,98,B,01.05.2025 6:44:50,361
615,106,98,A,01.05.2025 6:50:51,154
616,108,98,B,01.05.2025 6:53:25,553
617,26,99,C,01.05.2025 22:56:04,750
618,53,99,C,01.05.2025 23:08:34,90
619,59,99,B,01.05.2025 23:10:04,427
620,64,99,B,01.05.2025 23:17:11,915
621,69,99,C,01.05.2025 23:32:26,878
622,78,99,B,01.05.2025 23:47:04,776
623,80,99,B,02.05.2025 0:00:00,322
624,85,99,B,02.05.2025 0:05:22,707
625,86,99,B,02.05.2025 0:17:09,409
626,88,99,C,02.05.2025 0:23:58,61
627,90,99,D,02.05.2025 0:24:59,29
628,91,99,C,02.05.2025 0:25:28,722
629,94,99,D,02.05.2025 0:37:30,848
630,95,99,B,02.05.2025 0:51:38,549
631,96,99,A,02.05.2025 1:00:47,440
632,99,99,D,02.05.2025 1:08:07,228
633,100,99,D,02.05.2025 1:11:55,715
634,102,99,A,02.05.2025 1:23:50,678
635,104,99,C,02.05.2025 1:35:08,666
636,105,99,B,02.05.2025 1:46:14,672
637,106,99,B,02.05.2025 1:57:26,507
638,108,99,A,02.05.2025 2:05:53,302
639,26,96,B,02.05.2025 11:56:38,232
640,53,96,A,02.05.2025 12:00:30,830
641,59,96,C,02.05.2025 12:14:20,193
642,64,96,C,02.05.2025 12:17:33,156
643,69,96,B,02.05.2025 12:20:09,283
644,78,96,A,02.05.2025 12:24:52,464
645,80,96,A,02.05.2025 12:32:36,124
646,85,96,C,02.05.2025 12:34:40,680
647,86,96,A,02.05.2025 12:46:00,182
648,88,96,,02.05.2025 12:49:02,
649,28,175,A,31.05.2025 16:47:49,528
650,29,175,C,31.05.2025 16:56:37,925
651,30,175,A,31.05.2025 17:12:02,201
652,31,175,D,31.05.2025 17:15:23,626
653,32,175,D,31.05.2025 17:25:49,32
654,33,175,B,31.05.2025 17:26:21,82
655,34,175,A,31.05.2025 17:27:43,950
656,35,175,B,31.05.2025 17:43:33,520
657,36,175,C,31.05.2025 17:52:13,187
658,37,175,A,31.05.2025 17:55:20,610
659,38,175,C,31.05.2025 18:05:30,89
660,39,175,C,31.05.2025 18:06:59,137
661,40,175,C,31.05.2025 18:09:16,917
662,41,175,D,31.05.2025 18:24:33,328
663,42,175,,31.05.2025 18:30:01,
664,28,62,A,01.06.2025 0:44:36,979
665,29,62,C,01.06.2025 1:00:55,614
666,30,62,A,01.06.2025 1:11:09,292
667,31,62,A,01.06.2025 1:16:01,675
668,32,62,D,01.06.2025 1:27:16,121
669,33,62,A,01.06.2025 1:29:17,111
670,34,62,B,01.06.2025 1:31:08,77
671,35,62,B,01.06.2025 1:32:25,286
672,36,62,A,01.06.2025 1:37:11,967
673,28,57,B,01.06.2025 1:39:37,681
674,29,57,C,01.06.2025 1:50:58,714
675,37,62,C,01.06.2025 1:53:18,236
676,38,62,C,01.06.2025 1:57:14,656
677,30,57,B,01.06.2025 2:02:52,645
678,39,62,B,01.06.2025 2:08:10,249
679,40,62,D,01.06.2025 2:12:19,714
680,31,57,D,01.06.2025 2:13:37,923
681,41,62,A,01.06.2025 2:24:13,315
682,32,57,C,01.06.2025 2:29:00,581
683,42,62,D,01.06.2025 2:29:28,414
684,43,62,A,01.06.2025 2:36:22,643
685,33,57,D,01.06.2025 2:38:41,984
686,44,62,A,01.06.2025 2:47:05,498
687,34,57,D,01.06.2025 2:55:05,719
688,45,62,,01.06.2025 2:55:23,
689,35,57,B,01.06.2025 3:07:04,951
690,36,57,A,01.06.2025 3:22:55,181
691,37,57,A,01.06.2025 3:25:56,850
692,38,57,A,01.06.2025 3:40:06,120
693,39,57,B,01.06.2025 3:42:06,273
694,40,57,C,01.06.2025 3:46:39,975
695,41,57,A,01.06.2025 4:02:54,504
696,42,57,C,01.06.2025 4:11:18,51
697,43,57,A,01.06.2025 4:12:09,701
698,44,57,B,01.06.2025 4:23:50,257
699,45,57,D,01.06.2025 4:28:07,381
700,46,57,C,01.06.2025 4:34:28,807
701,47,57,D,01.06.2025 4:47:55,56
702,48,57,B,01.06.2025 4:48:51,842
703,49,57,D,01.06.2025 5:02:53,509
704,50,57,A,01.06.2025 5:11:22,673
705,51,57,D,01.06.2025 5:22:35,934
706,52,57,A,01.06.2025 5:38:09,824
707,53,57,A,01.06.2025 5:51:53,229
708,54,57,D,01.06.2025 5:55:42,63
709,28,55,B,01.06.2025 10:39:46,773
710,29,55,A,01.06.2025 10:52:39,343
711,30,55,B,01.06.2025 10:58:22,837
712,4,50,A,01.06.2025 11:09:59,479
713,31,55,B,01.06.2025 11:12:19,517
714,10,50,C,01.06.2025 11:17:58,376
715,32,55,B,01.06.2025 11:20:56,804
716,13,50,D,01.06.2025 11:24:14,637
717,33,55,B,01.06.2025 11:34:20,91
718,14,50,C,01.06.2025 11:34:51,957
719,34,55,C,01.06.2025 11:35:51,483
720,35,55,D,01.06.2025 11:43:54,978
721,19,50,,01.06.2025 11:50:48,
722,36,55,C,01.06.2025 12:00:12,778
723,37,55,D,01.06.2025 12:13:10,430
724,38,55,D,01.06.2025 12:20:20,307
725,39,55,A,01.06.2025 12:25:27,241
726,40,55,B,01.06.2025 12:29:28,505
727,41,55,B,01.06.2025 12:37:53,333
728,42,55,B,01.06.2025 12:43:26,365
729,43,55,B,01.06.2025 12:49:31,883
730,44,55,B,01.06.2025 13:04:14,267
731,45,55,D,01.06.2025 13:08:41,827
732,46,55,B,01.06.2025 13:22:28,732
733,47,55,D,01.06.2025 13:34:40,763
734,28,205,C,01.06.2025 13:44:25,856
735,48,55,C,01.06.2025 13:47:23,33
736,49,55,D,01.06.2025 13:47:56,801
737,29,205,D,01.06.2025 13:58:41,402
738,50,55,A,01.06.2025 14:01:17,233
739,51,55,D,01.06.2025 14:05:10,635
740,30,205,A,01.06.2025 14:05:23,528
741,31,205,B,01.06.2025 14:14:11,452
742,52,55,A,01.06.2025 14:15:45,64
743,53,55,B,01.06.2025 14:16:49,396
744,32,205,A,01.06.2025 14:21:43,210
745,54,55,A,01.06.2025 14:23:25,132
746,33,205,C,01.06.2025 14:25:13,409
747,34,205,B,01.06.2025 14:32:02,618
748,35,205,C,01.06.2025 14:42:20,160
749,36,205,A,01.06.2025 14:45:00,849
750,37,205,B,01.06.2025 14:59:09,385
751,38,205,A,01.06.2025 15:05:34,580
752,39,205,C,01.06.2025 15:15:14,57
753,40,205,D,01.06.2025 15:16:11,755
754,41,205,D,01.06.2025 15:28:46,879
755,28,207,D,01.06.2025 15:40:52,723
756,42,205,A,01.06.2025 15:43:25,975
757,29,207,A,01.06.2025 15:52:55,424
758,43,205,D,01.06.2025 15:59:40,829
759,30,207,D,01.06.2025 15:59:59,29
760,31,207,A,01.06.2025 16:00:28,125
761,32,207,C,01.06.2025 16:02:33,590
762,33,207,D,01.06.2025 16:12:23,773
763,44,205,A,01.06.2025 16:13:29,343
764,45,205,B,01.06.2025 16:19:12,10
765,46,205,B,01.06.2025 16:19:22,300
766,47,205,C,01.06.2025 16:24:22,968
767,34,207,B,01.06.2025 16:25:16,565
768,35,207,B,01.06.2025 16:34:41,366
769,48,205,B,01.06.2025 16:40:30,951
770,36,207,D,01.06.2025 16:40:47,297
771,37,207,C,01.06.2025 16:45:44,764
772,49,205,D,01.06.2025 16:56:21,650
773,38,207,D,01.06.2025 16:58:28,363
774,39,207,D,01.06.2025 17:04:31,851
775,50,205,C,01.06.2025 17:07:11,185
776,51,205,D,01.06.2025 17:10:16,380
777,52,205,A,01.06.2025 17:16:36,407
778,40,207,A,01.06.2025 17:18:42,688
779,53,205,A,01.06.2025 17:23:23,538
780,41,207,B,01.06.2025 17:30:10,546
781,54,205,,01.06.2025 17:32:21,
782,42,207,A,01.06.2025 17:39:16,224
783,43,207,C,01.06.2025 17:43:00,357
784,44,207,A,01.06.2025 17:48:57,916
785,45,207,C,01.06.2025 18:04:13,940
786,46,207,B,01.06.2025 18:19:53,596
787,47,207,C,01.06.2025 18:29:49,589
788,48,207,C,01.06.2025 18:39:38,116
789,49,207,A,01.06.2025 18:41:34,545
790,50,207,D,01.06.2025 18:50:39,346
791,51,207,B,01.06.2025 18:56:25,387
792,52,207,D,01.06.2025 19:02:52,874
793,53,207,A,01.06.2025 19:17:26,711
794,54,207,D,01.06.2025 19:29:17,569
795,4,51,A,01.06.2025 23:01:36,236
796,10,51,A,01.06.2025 23:05:32,332
797,13,51,A,01.06.2025 23:11:04,560
798,14,51,,01.06.2025 23:20:24,
799,28,54,A,02.06.2025 2:58:44,100
800,29,54,C,02.06.2025 3:00:24,68
801,30,54,A,02.06.2025 3:01:32,192
802,31,54,A,02.06.2025 3:04:44,890
803,32,54,A,02.06.2025 3:19:34,387
804,33,54,C,02.06.2025 3:26:01,653
805,34,54,D,02.06.2025 3:36:54,468
806,35,54,C,02.06.2025 3:44:42,336
807,36,54,D,02.06.2025 3:50:18,296
808,37,54,A,02.06.2025 3:55:14,650
809,38,54,D,02.06.2025 4:06:04,701
810,39,54,D,02.06.2025 4:17:45,462
811,40,54,D,02.06.2025 4:25:27,163
812,41,54,D,02.06.2025 4:28:10,325
813,42,54,C,02.06.2025 4:33:35,882
814,43,54,B,02.06.2025 4:48:17,983
815,44,54,A,02.06.2025 5:04:40,46
816,45,54,B,02.06.2025 5:05:26,189
817,46,54,A,02.06.2025 5:08:35,12
818,47,54,C,02.06.2025 5:08:47,268
819,48,54,C,02.06.2025 5:13:15,136
820,49,54,C,02.06.2025 5:15:31,96
821,50,54,B,02.06.2025 5:17:07,450
822,28,172,D,02.06.2025 5:22:44,229
823,51,54,D,02.06.2025 5:24:37,60
824,52,54,A,02.06.2025 5:25:37,262
825,53,54,C,02.06.2025 5:29:59,681
826,54,54,D,02.06.2025 5:41:20,481
827,4,45,A,02.06.2025 6:23:46,525
828,10,45,D,02.06.2025 6:32:31,92
829,13,45,D,02.06.2025 6:34:03,743
830,14,45,D,02.06.2025 6:46:26,301
831,19,45,D,02.06.2025 6:51:27,405
832,21,45,A,02.06.2025 6:58:12,922
833,31,45,A,02.06.2025 7:13:34,270
834,37,45,A,02.06.2025 7:18:04,152
835,40,45,A,02.06.2025 7:20:36,807
836,28,86,D,02.06.2025 7:24:53,242
837,29,86,C,02.06.2025 7:28:55,229
838,30,86,A,02.06.2025 7:32:44,699
839,41,45,C,02.06.2025 7:34:03,948
840,31,86,C,02.06.2025 7:44:23,457
841,46,45,A,02.06.2025 7:49:51,88
842,48,45,C,02.06.2025 7:51:19,905
843,32,86,C,02.06.2025 7:52:00,86
844,33,86,D,02.06.2025 7:53:26,491
845,34,86,D,02.06.2025 8:01:37,778
846,58,45,C,02.06.2025 8:06:24,310
847,67,45,D,02.06.2025 8:11:34,85
848,83,45,D,02.06.2025 8:12:59,206
849,35,86,C,02.06.2025 8:14:35,184
850,89,45,B,02.06.2025 8:16:25,766
851,36,86,C,02.06.2025 8:17:39,969
852,92,45,B,02.06.2025 8:29:11,51
853,97,45,,02.06.2025 8:30:02,
854,37,86,A,02.06.2025 8:33:48,979
855,38,86,C,02.06.2025 8:50:07,175
856,39,86,D,02.06.2025 8:53:02,309
857,40,86,C,02.06.2025 8:58:11,473
858,41,86,A,02.06.2025 9:06:04,355
859,42,86,B,02.06.2025 9:11:59,252
860,43,86,D,02.06.2025 9:16:11,350
861,44,86,A,02.06.2025 9:22:01,480
862,45,86,C,02.06.2025 9:30:01,903
863,46,86,A,02.06.2025 9:45:04,291
864,47,86,D,02.06.2025 9:49:55,578
865,48,86,B,02.06.2025 9:59:33,511
866,49,86,C,02.06.2025 10:08:04,34
867,50,86,A,02.06.2025 10:08:38,802
868,51,86,A,02.06.2025 10:22:00,967
869,52,86,D,02.06.2025 10:38:07,827
870,53,86,D,02.06.2025 10:51:54,800
871,54,86,D,02.06.2025 11:05:14,178
872,4,164,B,02.06.2025 11:35:26,730
873,10,164,B,02.06.2025 11:47:36,570
874,13,164,C,02.06.2025 11:57:06,427
875,14,164,C,02.06.2025 12:04:13,654
876,28,56,D,02.06.2025 12:04:19,256
877,29,56,C,02.06.2025 12:08:35,219
878,30,56,C,02.06.2025 12:12:14,346
879,19,164,C,02.06.2025 12:15:07,875
880,31,56,D,02.06.2025 12:18:00,626
881,32,56,D,02.06.2025 12:28:26,532
882,21,164,D,02.06.2025 12:29:42,735
883,33,56,A,02.06.2025 12:37:18,563
884,31,164,A,02.06.2025 12:41:57,967
885,34,56,A,02.06.2025 12:46:41,361
886,35,56,A,02.06.2025 12:52:42,624
887,37,164,,02.06.2025 12:58:04,
888,36,56,D,02.06.2025 13:03:06,33
889,37,56,C,02.06.2025 13:03:39,526
890,38,56,B,02.06.2025 13:12:25,855
891,39,56,C,02.06.2025 13:26:40,743
892,40,56,B,02.06.2025 13:39:03,178
893,41,56,B,02.06.2025 13:42:01,57
894,42,56,A,02.06.2025 13:42:58,19
895,43,56,C,02.06.2025 13:43:17,146
896,44,56,D,02.06.2025 13:45:43,754
897,45,56,D,02.06.2025 13:58:17,110
898,46,56,A,02.06.2025 14:00:07,231
899,47,56,C,02.06.2025 14:03:58,928
900,48,56,D,02.06.2025 14:19:26,919
901,49,56,B,02.06.2025 14:34:45,160
902,50,56,C,02.06.2025 14:37:25,359
903,51,56,B,02.06.2025 14:43:24,431
904,52,56,A,02.06.2025 14:50:35,320
905,53,56,C,02.06.2025 14:55:55,746
906,54,56,C,02.06.2025 15:08:21,184
907,28,85,B,02.06.2025 16:26:28,736
908,29,85,C,02.06.2025 16:38:44,114
909,30,85,B,02.06.2025 16:40:38,984
910,31,85,A,02.06.2025 16:57:02,86
911,32,85,A,02.06.2025 16:58:28,307
912,33,85,B,02.06.2025 17:03:35,907
913,34,85,A,02.06.2025 17:18:42,141
914,35,85,B,02.06.2025 17:21:03,214
915,36,85,C,02.06.2025 17:24:37,338
916,37,85,A,02.06.2025 17:30:15,505
917,38,85,D,02.06.2025 17:38:40,166
918,39,85,A,02.06.2025 17:41:26,725
919,40,85,C,02.06.2025 17:53:31,207
920,41,85,,02.06.2025 17:56:58,
921,28,89,B,02.06.2025 20:35:42,974
922,29,89,A,02.06.2025 20:51:56,80
923,30,89,C,02.06.2025 20:53:16,211
924,31,89,A,02.06.2025 20:56:47,475
925,32,89,D,02.06.2025 21:04:42,149
926,33,89,D,02.06.2025 21:07:11,303
927,34,89,A,02.06.2025 21:12:14,236
928,35,89,D,02.06.2025 21:16:10,633
929,36,89,A,02.06.2025 21:26:43,468
930,37,89,B,02.06.2025 21:34:31,697
931,38,89,D,02.06.2025 21:46:08,700
932,28,178,B,02.06.2025 21:52:42,421
933,39,89,C,02.06.2025 21:57:48,244
934,29,178,C,02.06.2025 21:59:43,351
935,40,89,C,02.06.2025 22:01:52,36
936,41,89,C,02.06.2025 22:02:28,774
937,30,178,A,02.06.2025 22:05:34,249
938,31,178,C,02.06.2025 22:09:43,513
939,42,89,D,02.06.2025 22:15:22,872
940,32,178,D,02.06.2025 22:18:16,612
941,33,178,D,02.06.2025 22:28:28,447
942,43,89,A,02.06.2025 22:29:54,11
943,44,89,B,02.06.2025 22:30:05,822
944,34,178,B,02.06.2025 22:35:55,454
945,28,202,D,02.06.2025 22:42:12,673
946,35,178,B,02.06.2025 22:43:29,311
947,45,89,C,02.06.2025 22:43:47,963
948,36,178,C,02.06.2025 22:48:40,720
949,29,202,C,02.06.2025 22:53:25,243
950,30,202,B,02.06.2025 22:57:28,738
951,46,89,,02.06.2025 22:59:50,
952,37,178,C,02.06.2025 23:00:40,784
953,31,202,C,02.06.2025 23:09:46,864
954,38,178,D,02.06.2025 23:13:44,528
955,39,178,B,02.06.2025 23:22:32,851
956,32,202,A,02.06.2025 23:24:10,704
957,33,202,A,02.06.2025 23:35:54,925
958,40,178,D,02.06.2025 23:36:43,858
959,41,178,A,02.06.2025 23:51:01,21
960,34,202,D,02.06.2025 23:51:19,788
961,42,178,B,02.06.2025 23:51:22,942
962,35,202,B,03.06.2025 0:04:27,731
963,43,178,B,03.06.2025 0:07:04,82
964,44,178,B,03.06.2025 0:08:26,708
965,36,202,A,03.06.2025 0:16:38,826
966,45,178,B,03.06.2025 0:20:14,412
967,46,178,C,03.06.2025 0:27:06,270
968,37,202,A,03.06.2025 0:30:24,953
969,47,178,B,03.06.2025 0:31:36,254
970,48,178,B,03.06.2025 0:35:50,108
971,49,178,B,03.06.2025 0:37:38,56
972,50,178,C,03.06.2025 0:38:34,584
973,38,202,B,03.06.2025 0:46:17,18
974,39,202,A,03.06.2025 0:46:35,943
975,51,178,B,03.06.2025 0:48:18,351
976,52,178,D,03.06.2025 0:54:09,650
977,40,202,D,03.06.2025 1:02:18,170
978,53,178,D,03.06.2025 1:04:59,641
979,41,202,A,03.06.2025 1:05:08,10
980,42,202,D,03.06.2025 1:05:18,134
981,43,202,D,03.06.2025 1:07:32,783
982,54,178,B,03.06.2025 1:15:40,348
983,44,202,A,03.06.2025 1:20:35,424
984,45,202,B,03.06.2025 1:27:39,727
985,46,202,A,03.06.2025 1:39:46,485
986,47,202,B,03.06.2025 1:47:51,811
987,48,202,C,03.06.2025 2:01:22,776
988,49,202,A,03.06.2025 2:14:18,577
989,50,202,D,03.06.2025 2:23:55,977
990,51,202,B,03.06.2025 2:40:12,660
991,52,202,C,03.06.2025 2:51:12,988
992,53,202,B,03.06.2025 3:07:40,216
993,54,202,D,03.06.2025 3:11:16,289
994,28,91,D,03.06.2025 4:32:11,260
995,29,91,C,03.06.2025 4:36:31,816
996,30,91,D,03.06.2025 4:50:07,817
997,31,91,D,03.06.2025 5:03:44,715
998,32,91,,03.06.2025 5:15:39,
999,4,165,A,03.06.2025 6:04:36,990
1000,4,162,A,03.06.2025 6:20:32,744
1001,10,165,A,03.06.2025 6:21:06,848
1002,10,162,B,03.06.2025 6:32:56,411
1003,13,165,B,03.06.2025 6:35:14,854
1004,28,180,D,03.06.2025 6:35:14,346
1005,13,162,A,03.06.2025 6:39:47,832
1006,29,180,D,03.06.2025 6:41:00,610
1007,14,165,C,03.06.2025 6:49:28,81
1008,19,165,C,03.06.2025 6:50:49,805
1009,30,180,D,03.06.2025 6:51:10,313
1010,14,162,D,03.06.2025 6:53:39,703
1011,31,180,D,03.06.2025 6:56:23,420
1012,32,180,C,03.06.2025 7:03:23,741
1013,21,165,A,03.06.2025 7:04:14,279
1014,19,162,B,03.06.2025 7:05:22,378
1015,31,165,A,03.06.2025 7:08:53,176
1016,21,162,A,03.06.2025 7:11:40,148
1017,37,165,A,03.06.2025 7:11:49,112
1018,40,165,D,03.06.2025 7:13:41,762
1019,31,162,C,03.06.2025 7:14:08,586
1020,33,180,B,03.06.2025 7:15:44,282
1021,34,180,B,03.06.2025 7:20:26,784
1022,37,162,B,03.06.2025 7:23:54,15
1023,40,162,B,03.06.2025 7:24:09,145
1024,41,165,A,03.06.2025 7:26:23,778
1025,41,162,C,03.06.2025 7:26:34,700
1026,35,180,D,03.06.2025 7:33:30,22
1027,36,180,D,03.06.2025 7:33:52,595
1028,46,162,D,03.06.2025 7:38:14,84
1029,46,165,,03.06.2025 7:39:21,
1030,48,162,D,03.06.2025 7:39:38,137
1031,58,162,C,03.06.2025 7:41:55,173
1032,37,180,D,03.06.2025 7:43:47,915
1033,67,162,A,03.06.2025 7:44:48,567
1034,83,162,C,03.06.2025 7:54:15,930
1035,38,180,A,03.06.2025 7:59:02,815
1036,89,162,A,03.06.2025 8:09:45,632
1037,39,180,A,03.06.2025 8:12:37,338
1038,40,180,A,03.06.2025 8:18:15,15
1039,41,180,C,03.06.2025 8:18:30,146
1040,92,162,B,03.06.2025 8:20:17,130
1041,42,180,C,03.06.2025 8:20:56,940
1042,97,162,A,03.06.2025 8:22:27,178
1043,98,162,D,03.06.2025 8:25:25,837
1044,43,180,C,03.06.2025 8:36:36,113
1045,44,180,C,03.06.2025 8:38:29,243
1046,45,180,D,03.06.2025 8:42:32,541
1047,46,180,D,03.06.2025 8:51:33,172
1048,47,180,D,03.06.2025 8:54:25,120
1049,48,180,D,03.06.2025 8:56:25,121
1050,49,180,A,03.06.2025 8:58:26,254
1051,50,180,A,03.06.2025 9:02:40,295
1052,51,180,D,03.06.2025 9:07:35,195
1053,52,180,A,03.06.2025 9:10:50,246
1054,53,180,,03.06.2025 9:14:56,
1055,28,203,A,03.06.2025 12:49:55,157
1056,29,203,C,03.06.2025 12:52:32,122
1057,30,203,D,03.06.2025 12:54:34,246
1058,31,203,C,03.06.2025 12:58:40,618
1059,32,203,A,03.06.2025 13:08:58,285
1060,33,203,C,03.06.2025 13:13:43,702
1061,34,203,C,03.06.2025 13:25:25,113
1062,35,203,A,03.06.2025 13:27:18,400
1063,36,203,D,03.06.2025 13:33:58,777
1064,37,203,B,03.06.2025 13:46:55,682
1065,38,203,D,03.06.2025 13:58:17,788
1066,39,203,A,03.06.2025 14:11:25,543
1067,40,203,C,03.06.2025 14:20:28,112
1068,41,203,D,03.06.2025 14:22:20,948
1069,42,203,D,03.06.2025 14:38:08,13
1070,43,203,D,03.06.2025 14:38:21,47
1071,44,203,C,03.06.2025 14:39:08,968
1072,45,203,D,03.06.2025 14:55:16,105
1073,46,203,C,03.06.2025 14:57:01,502
1074,47,203,B,03.06.2025 15:05:23,169
1075,48,203,A,03.06.2025 15:08:12,200
1076,49,203,D,03.06.2025 15:11:32,135
1077,50,203,C,03.06.2025 15:13:47,482
1078,51,203,D,03.06.2025 15:21:49,456
1079,52,203,C,03.06.2025 15:29:25,120
1080,53,203,C,03.06.2025 15:31:25,407
1081,54,203,D,03.06.2025 15:38:12,84
1082,28,177,D,03.06.2025 19:32:20,140
1083,29,177,D,03.06.2025 19:34:40,730
1084,30,177,D,03.06.2025 19:46:50,227
1085,31,177,C,03.06.2025 19:50:37,921
1086,32,177,B,03.06.2025 20:05:58,890
1087,33,177,B,03.06.2025 20:20:48,682
1088,34,177,D,03.06.2025 20:32:10,757
1089,35,177,B,03.06.2025 20:44:47,549
1090,36,177,A,03.06.2025 20:53:56,193
1091,37,177,C,03.06.2025 20:57:09,73
1092,38,177,B,03.06.2025 20:58:22,766
1093,39,177,C,03.06.2025 21:11:08,160
1094,40,177,B,03.06.2025 21:13:48,855
1095,41,177,C,03.06.2025 21:28:03,468
1096,42,177,C,03.06.2025 21:35:51,621
1097,43,177,D,03.06.2025 21:46:12,24
1098,44,177,C,03.06.2025 21:46:36,449
1099,45,177,D,03.06.2025 21:54:05,713
1100,46,177,,03.06.2025 22:05:58,
1101,28,87,D,03.06.2025 22:13:22,76
1102,29,87,A,03.06.2025 22:14:38,150
1103,30,87,D,03.06.2025 22:17:08,280
1104,31,87,D,03.06.2025 22:21:48,239
1105,32,87,B,03.06.2025 22:25:47,370
1106,33,87,A,03.06.2025 22:31:57,378
1107,34,87,A,03.06.2025 22:38:15,399
1108,16,236,B,03.06.2025 22:40:54,733
1109,35,87,D,03.06.2025 22:44:54,825
1110,25,236,,03.06.2025 22:53:07,
1111,4,48,A,03.06.2025 22:53:46,476
1112,36,87,B,03.06.2025 22:58:39,230
1113,10,48,C,03.06.2025 23:01:42,994
1114,37,87,D,03.06.2025 23:02:29,789
1115,38,87,C,03.06.2025 23:15:38,627
1116,13,48,C,03.06.2025 23:18:16,470
1117,39,87,C,03.06.2025 23:26:05,377
1118,14,48,D,03.06.2025 23:26:06,328
1119,19,48,C,03.06.2025 23:31:34,625
1120,40,87,D,03.06.2025 23:32:22,746
1121,21,48,D,03.06.2025 23:41:59,759
1122,41,87,C,03.06.2025 23:44:48,180
1123,42,87,B,03.06.2025 23:47:48,963
1124,31,48,B,03.06.2025 23:54:38,326
1125,37,48,A,04.06.2025 0:00:04,722
1126,43,87,A,04.06.2025 0:03:51,575
1127,40,48,A,04.06.2025 0:12:06,873
1128,44,87,C,04.06.2025 0:13:26,808
1129,41,48,D,04.06.2025 0:26:39,528
1130,45,87,C,04.06.2025 0:26:54,38
1131,46,87,A,04.06.2025 0:27:32,505
1132,46,48,B,04.06.2025 0:35:27,187
1133,47,87,D,04.06.2025 0:35:57,990
1134,48,48,A,04.06.2025 0:38:34,632
1135,58,48,B,04.06.2025 0:49:06,863
1136,48,87,D,04.06.2025 0:52:27,930
1137,82,198,C,04.06.2025 0:52:38,47
1138,83,198,A,04.06.2025 0:53:25,30
1139,84,198,C,04.06.2025 0:53:55,997
1140,67,48,D,04.06.2025 1:03:29,994
1141,49,87,A,04.06.2025 1:07:57,798
1142,85,198,D,04.06.2025 1:10:32,855
1143,83,48,C,04.06.2025 1:20:03,794
1144,50,87,A,04.06.2025 1:21:15,369
1145,86,198,B,04.06.2025 1:24:47,423
1146,51,87,B,04.06.2025 1:27:24,754
1147,87,198,B,04.06.2025 1:31:50,188
1148,89,48,C,04.06.2025 1:33:17,584
1149,88,198,D,04.06.2025 1:34:58,319
1150,52,87,,04.06.2025 1:39:58,
1151,89,198,C,04.06.2025 1:40:17,252
1152,92,48,C,04.06.2025 1:43:01,655
1153,90,198,D,04.06.2025 1:44:29,285
1154,91,198,D,04.06.2025 1:49:14,416
1155,97,48,C,04.06.2025 1:53:56,448
1156,92,198,D,04.06.2025 1:56:10,713
1157,98,48,D,04.06.2025 2:01:24,95
1158,93,198,A,04.06.2025 2:08:03,480
1159,94,198,,04.06.2025 2:16:03,
1160,28,90,B,04.06.2025 2:31:59,252
1161,29,90,D,04.06.2025 2:36:11,109
1162,30,90,C,04.06.2025 2:38:00,202
1163,31,90,B,04.06.2025 2:41:22,690
1164,32,90,B,04.06.2025 2:52:52,33
1165,33,90,B,04.06.2025 2:53:25,501
1166,34,90,B,04.06.2025 3:01:46,597
1167,35,90,D,04.06.2025 3:11:43,199
1168,36,90,C,04.06.2025 3:15:02,891
1169,28,208,C,04.06.2025 3:22:06,798
1170,4,41,D,04.06.2025 3:26:55,31
1171,10,41,C,04.06.2025 3:27:26,310
1172,37,90,A,04.06.2025 3:29:53,430
1173,13,41,A,04.06.2025 3:32:36,211
1174,29,208,C,04.06.2025 3:35:24,380
1175,14,41,C,04.06.2025 3:36:07,174
1176,38,90,B,04.06.2025 3:37:03,506
1177,19,41,A,04.06.2025 3:39:01,641
1178,30,208,D,04.06.2025 3:41:44,39
1179,31,208,C,04.06.2025 3:42:23,963
1180,16,234,B,04.06.2025 3:43:33,841
1181,39,90,B,04.06.2025 3:45:29,735
1182,21,41,A,04.06.2025 3:49:42,208
1183,31,41,A,04.06.2025 3:53:10,339
1184,25,234,D,04.06.2025 3:57:34,848
1185,40,90,B,04.06.2025 3:57:44,596
1186,32,208,A,04.06.2025 3:58:26,966
1187,37,41,B,04.06.2025 3:58:49,756
1188,41,90,C,04.06.2025 4:07:40,297
1189,40,41,A,04.06.2025 4:11:25,423
1190,43,234,,04.06.2025 4:11:42,
1191,42,90,A,04.06.2025 4:12:37,437
1192,33,208,B,04.06.2025 4:14:32,939
1193,41,41,C,04.06.2025 4:18:28,794
1194,43,90,B,04.06.2025 4:19:54,994
1195,82,196,D,04.06.2025 4:29:31,882
1196,34,208,C,04.06.2025 4:30:11,907
1197,46,41,A,04.06.2025 4:31:42,367
1198,44,90,C,04.06.2025 4:36:28,27
1199,45,90,D,04.06.2025 4:36:55,824
1200,48,41,A,04.06.2025 4:37:49,884
1201,83,196,D,04.06.2025 4:44:13,311
1202,35,208,D,04.06.2025 4:45:18,345
1203,84,196,B,04.06.2025 4:49:24,842
1204,46,90,A,04.06.2025 4:50:39,323
1205,36,208,B,04.06.2025 4:51:03,147
1206,58,41,A,04.06.2025 4:52:33,561
1207,37,208,B,04.06.2025 4:53:30,209
